anime_id,name,genre,type,episodes,rating,members,profile
13391,Rakuen Tsuihou: Expelled from Paradise,"Action, Mecha, Sci-Fi",Movie,1.0,7.59,46678,"Action, Mecha, Sci-Fi Movie Rakuen Tsuihou: Expelled from Paradise"
2596,Shinreigari: Ghost Hound,"Mystery, Psychological, Sci-Fi, Supernatural",TV,22.0,7.59,78469,"Mystery, Psychological, Sci-Fi, Supernatural TV Shinreigari: Ghost Hound"
441,Shoujo Kakumei Utena: Adolescence Mokushiroku,"Dementia, Drama, Fantasy, Romance, Shoujo",Movie,1.0,7.59,22219,"Dementia, Drama, Fantasy, Romance, Shoujo Movie Shoujo Kakumei Utena: Adolescence Mokushiroku"
5262,Shugo Chara!! Doki,"Comedy, Magic, School, Shoujo",TV,51.0,7.59,60384,"Comedy, Magic, School, Shoujo TV Shugo Chara!! Doki"
1372,Taiho Shichau zo (1996),"Action, Comedy, Police, Seinen",TV,47.0,7.59,12156,"Action, Comedy, Police, Seinen TV Taiho Shichau zo (1996)"
2337,Tetsujin 28-gou (2004),"Adventure, Mecha, Sci-Fi, Shounen",TV,26.0,7.59,1826,"Adventure, Mecha, Sci-Fi, Shounen TV Tetsujin 28-gou (2004)"
24627,Yamada-kun to 7-nin no Majo (OVA),"Comedy, Romance, School, Shounen",OVA,2.0,7.59,33816,"Comedy, Romance, School, Shounen OVA Yamada-kun to 7-nin no Majo (OVA)"
102,Aishiteruze Baby★★,"Comedy, Drama, Romance, Shoujo",TV,26.0,7.58,63959,"Comedy, Drama, Romance, Shoujo TV Aishiteruze Baby★★"
24919,Aoki Hagane no Arpeggio: Ars Nova DC,"Action, Sci-Fi, Seinen",Movie,1.0,7.58,11943,"Action, Sci-Fi, Seinen Movie Aoki Hagane no Arpeggio: Ars Nova DC"
1686,Bleach Movie 1: Memories of Nobody,"Action, Adventure, Super Power",Movie,1.0,7.58,151598,"Action, Adventure, Super Power Movie Bleach Movie 1: Memories of Nobody"
1681,Brave Story,"Action, Adventure, Fantasy, Kids, Magic, Supernatural",Movie,1.0,7.58,24523,"Action, Adventure, Fantasy, Kids, Magic, Supernatural Movie Brave Story"
2800,Candy Candy,"Drama, Shoujo, Slice of Life",TV,115.0,7.58,11893,"Drama, Shoujo, Slice of Life TV Candy Candy"
27601,Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,"Comedy, Drama, Romance, School, Slice of Life",Special,1.0,7.58,31808,"Comedy, Drama, Romance, School, Slice of Life Special Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars"
22839,Cross Road,"School, Slice of Life",Special,1.0,7.58,23038,"School, Slice of Life Special Cross Road"
356,Fate/stay night,"Action, Fantasy, Magic, Romance, Supernatural",TV,24.0,7.58,374880,"Action, Fantasy, Magic, Romance, Supernatural TV Fate/stay night"
6922,Fate/stay night Movie: Unlimited Blade Works,"Action, Fantasy, Magic, Supernatural",Movie,1.0,7.58,110983,"Action, Fantasy, Magic, Supernatural Movie Fate/stay night Movie: Unlimited Blade Works"
4061,Grimm Masterpiece Theater II,"Adventure, Comedy, Fantasy, Kids, Magic",TV,23.0,7.58,1169,"Adventure, Comedy, Fantasy, Kids, Magic TV Grimm Masterpiece Theater II"
28607,Hetalia: The World Twinkle,"Comedy, Historical, Parody",ONA,15.0,7.58,15872,"Comedy, Historical, Parody ONA Hetalia: The World Twinkle"
9834,Level E,"Comedy, Sci-Fi, Shounen",TV,13.0,7.58,55252,"Comedy, Sci-Fi, Shounen TV Level E"
10075,Naruto x UT,"Action, Comedy, Martial Arts, Shounen, Super Power",OVA,1.0,7.58,23465,"Action, Comedy, Martial Arts, Shounen, Super Power OVA Naruto x UT"
5854,Shin Chou Kyou Ryo: Condor Hero III,"Action, Adventure, Drama, Historical, Romance",TV,26.0,7.58,1377,"Action, Adventure, Drama, Historical, Romance TV Shin Chou Kyou Ryo: Condor Hero III"
2257,Taiyou no Kiba Dagram,"Drama, Mecha, Military, Sci-Fi, Shounen",TV,75.0,7.58,1825,"Drama, Mecha, Military, Sci-Fi, Shounen TV Taiyou no Kiba Dagram"
11889,The iDOLM@STER: 765 Pro to Iu Monogatari,"Comedy, Drama, Music",Special,1.0,7.58,13342,"Comedy, Drama, Music Special The iDOLM@STER: 765 Pro to Iu Monogatari"
1459,Uchuu no Kishi Tekkaman Blade,"Action, Adventure, Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Space",TV,49.0,7.58,8546,"Action, Adventure, Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Space TV Uchuu no Kishi Tekkaman Blade"
8676,Amagami SS,"Comedy, Romance, School, Slice of Life",TV,25.0,7.57,157223,"Comedy, Romance, School, Slice of Life TV Amagami SS"
10719,Boku wa Tomodachi ga Sukunai,"Comedy, Ecchi, Harem, Romance, School, Seinen, Slice of Life",TV,12.0,7.57,325664,"Comedy, Ecchi, Harem, Romance, School, Seinen, Slice of Life TV Boku wa Tomodachi ga Sukunai"
59,Chobits,"Comedy, Drama, Ecchi, Romance, Sci-Fi, Seinen",TV,26.0,7.57,266846,"Comedy, Drama, Ecchi, Romance, Sci-Fi, Seinen TV Chobits"
4186,Chrome Shelled Regios,"Action, Adventure, Fantasy, School, Sci-Fi",TV,24.0,7.57,103615,"Action, Adventure, Fantasy, School, Sci-Fi TV Chrome Shelled Regios"
17121,Dareka no Manazashi,"Drama, Slice of Life",Movie,1.0,7.57,28138,"Drama, Slice of Life Movie Dareka no Manazashi"
6231,Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,"Mystery, Shounen",OVA,1.0,7.57,7187,"Mystery, Shounen OVA Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata"
7045,Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,"Adventure, Comedy, Fantasy, Historical, Kids, Shounen",Movie,1.0,7.57,1970,"Adventure, Comedy, Fantasy, Historical, Kids, Shounen Movie Doraemon Movie 21: Nobita no Taiyou Ou Densetsu"
15613,Hakkenden: Touhou Hakken Ibun,"Action, Fantasy, Shoujo, Supernatural",TV,13.0,7.57,61017,"Action, Fantasy, Shoujo, Supernatural TV Hakkenden: Touhou Hakken Ibun"
6895,Hakuouki,"Action, Drama, Historical, Josei, Samurai, Supernatural",TV,12.0,7.57,90612,"Action, Drama, Historical, Josei, Samurai, Supernatural TV Hakuouki"
379,Heppoko Jikken Animation Excel♥Saga,"Comedy, Parody, Sci-Fi, Shounen",TV,26.0,7.57,68198,"Comedy, Parody, Sci-Fi, Shounen TV Heppoko Jikken Animation Excel♥Saga"
10209,Kore wa Zombie Desu ka? OVA,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",OVA,2.0,7.57,73826,"Action, Comedy, Ecchi, Harem, Magic, Supernatural OVA Kore wa Zombie Desu ka? OVA"
12053,Mardock Scramble: The Third Exhaust,"Action, Psychological, Sci-Fi",Movie,1.0,7.57,20459,"Action, Psychological, Sci-Fi Movie Mardock Scramble: The Third Exhaust"
5713,Minami-ke Betsubara,"Comedy, Slice of Life",OVA,1.0,7.57,21534,"Comedy, Slice of Life OVA Minami-ke Betsubara"
24227,Nisekoi OVA,"Comedy, Harem, Romance, School, Shounen",OVA,3.0,7.57,65287,"Comedy, Harem, Romance, School, Shounen OVA Nisekoi OVA"
6187,Nodame Cantabile OVA,"Comedy, Josei, Music, Romance, Slice of Life",OVA,1.0,7.57,17667,"Comedy, Josei, Music, Romance, Slice of Life OVA Nodame Cantabile OVA"
490,Paniponi Dash!,"Comedy, Parody, School",TV,26.0,7.57,38532,"Comedy, Parody, School TV Paniponi Dash!"
64,Rozen Maiden,"Action, Comedy, Drama, Magic, Seinen",TV,12.0,7.57,128688,"Action, Comedy, Drama, Magic, Seinen TV Rozen Maiden"
5671,Saki,"Game, School, Slice of Life",TV,25.0,7.57,55970,"Game, School, Slice of Life TV Saki"
5355,Sengoku Basara,"Action, Historical, Martial Arts, Samurai, Super Power",TV,12.0,7.57,93940,"Action, Historical, Martial Arts, Samurai, Super Power TV Sengoku Basara"
20671,Shashinkan,"Drama, Historical, Slice of Life",Movie,1.0,7.57,1910,"Drama, Historical, Slice of Life Movie Shashinkan"
1728,Super GALS! Kotobuki Ran,"Comedy, Shoujo, Slice of Life",TV,52.0,7.57,10369,"Comedy, Shoujo, Slice of Life TV Super GALS! Kotobuki Ran"
567,The Big O,"Action, Mecha, Mystery, Psychological, Sci-Fi",TV,26.0,7.57,45843,"Action, Mecha, Mystery, Psychological, Sci-Fi TV The Big O"
1911,Top wo Nerae! &amp; Top wo Nerae 2! Gattai Movie!!,"Comedy, Mecha, Shounen",Movie,2.0,7.57,8079,"Comedy, Mecha, Shounen Movie Top wo Nerae! &amp; Top wo Nerae 2! Gattai Movie!!"
481,Yu☆Gi☆Oh! Duel Monsters,"Adventure, Game, Shounen",TV,224.0,7.57,132099,"Adventure, Game, Shounen TV Yu☆Gi☆Oh! Duel Monsters"
5244,Aria The Natural: Sono Futatabi Deaeru Kiseki ni...,"Fantasy, Sci-Fi, Shounen, Slice of Life",Special,1.0,7.56,10069,"Fantasy, Sci-Fi, Shounen, Slice of Life Special Aria The Natural: Sono Futatabi Deaeru Kiseki ni..."
12187,Carnival Phantasm EX Season,"Comedy, Supernatural",OVA,1.0,7.56,22955,"Comedy, Supernatural OVA Carnival Phantasm EX Season"
31553,Charlotte: Tsuyoi Monotachi,"School, Super Power",Special,1.0,7.56,39137,"School, Super Power Special Charlotte: Tsuyoi Monotachi"
1477,City Hunter: The Secret Service,"Action, Comedy, Mystery, Shounen",Special,1.0,7.56,2956,"Action, Comedy, Mystery, Shounen Special City Hunter: The Secret Service"
24655,Date A Live Movie: Mayuri Judgment,"Harem, Romance, Sci-Fi",Movie,1.0,7.56,48673,"Harem, Romance, Sci-Fi Movie Date A Live Movie: Mayuri Judgment"
1368,Detective Conan OVA 06: Follow the Vanished Diamond! Conan &amp; Heiji vs. Kid!,"Comedy, Mystery, Police, Shounen",OVA,1.0,7.56,8436,"Comedy, Mystery, Police, Shounen OVA Detective Conan OVA 06: Follow the Vanished Diamond! Conan &amp; Heiji vs. Kid!"
2392,Doraemon Movie 26: Nobita no Kyouryuu 2006,"Adventure, Comedy, Kids",Movie,1.0,7.56,2262,"Adventure, Comedy, Kids Movie Doraemon Movie 26: Nobita no Kyouryuu 2006"
18465,Genshiken Nidaime,"Comedy, Parody, Slice of Life",TV,13.0,7.56,29952,"Comedy, Parody, Slice of Life TV Genshiken Nidaime"
852,Gokinjo Monogatari,"Comedy, Drama, Romance, Slice of Life",TV,50.0,7.56,7279,"Comedy, Drama, Romance, Slice of Life TV Gokinjo Monogatari"
9865,Hetalia Axis Powers Fan Disc,"Comedy, Historical, Parody",OVA,3.0,7.56,8070,"Comedy, Historical, Parody OVA Hetalia Axis Powers Fan Disc"
6399,Higashi no Eden: Falling Down,Music,Music,1.0,7.56,9881,Music Music Higashi no Eden: Falling Down
3652,Higurashi no Naku Koro ni Rei,"Comedy, Mystery, Psychological, Supernatural, Thriller",OVA,5.0,7.56,99463,"Comedy, Mystery, Psychological, Supernatural, Thriller OVA Higurashi no Naku Koro ni Rei"
22763,Kara no Kyoukai: Mirai Fukuin - Extra Chorus,"Drama, Mystery, Seinen, Supernatural",Special,1.0,7.56,14891,"Drama, Mystery, Seinen, Supernatural Special Kara no Kyoukai: Mirai Fukuin - Extra Chorus"
5710,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,Comedy,Movie,1.0,7.56,2048,Comedy Movie Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!
1091,Mobile Suit Gundam II: Soldiers of Sorrow,"Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1.0,7.56,11325,"Action, Drama, Mecha, Military, Sci-Fi, Space Movie Mobile Suit Gundam II: Soldiers of Sorrow"
7877,"Momoko, Kaeru no Uta ga Kikoeru yo.","Drama, School, Slice of Life",Movie,1.0,7.56,1113,"Drama, School, Slice of Life Movie Momoko, Kaeru no Uta ga Kikoeru yo."
28149,Nihon Animator Mihonichi,"Action, Dementia, Ecchi, Fantasy, Mecha, Military, Music, School, Sci-Fi, Space, Supernatural",ONA,35.0,7.56,16942,"Action, Dementia, Ecchi, Fantasy, Mecha, Military, Music, School, Sci-Fi, Space, Supernatural ONA Nihon Animator Mihonichi"
34136,Orange: Mirai,"Drama, Romance, School, Sci-Fi, Shoujo",Movie,1.0,7.56,29969,"Drama, Romance, School, Sci-Fi, Shoujo Movie Orange: Mirai"
131,Saiyuuki Reload Gunlock,"Action, Adventure, Comedy, Fantasy, Shoujo",TV,26.0,7.56,11233,"Action, Adventure, Comedy, Fantasy, Shoujo TV Saiyuuki Reload Gunlock"
879,Simoun,"Drama, Magic, Military, Romance, Shoujo Ai",TV,26.0,7.56,24664,"Drama, Magic, Military, Romance, Shoujo Ai TV Simoun"
1642,Sugar Sugar Rune,"Fantasy, Magic, Shoujo",TV,51.0,7.56,16484,"Fantasy, Magic, Shoujo TV Sugar Sugar Rune"
5712,Tanoshii Muumin Ikka Bouken Nikki,"Adventure, Fantasy, Kids, Slice of Life",TV,26.0,7.56,2740,"Adventure, Fantasy, Kids, Slice of Life TV Tanoshii Muumin Ikka Bouken Nikki"
14189,Tasogare Otome x Amnesia: Taima Otome,"Horror, Mystery, Romance, School, Shounen, Supernatural",Special,1.0,7.56,38176,"Horror, Mystery, Romance, School, Shounen, Supernatural Special Tasogare Otome x Amnesia: Taima Otome"
885,Tenshi no Tamago,"Dementia, Drama, Fantasy",OVA,1.0,7.56,35634,"Dementia, Drama, Fantasy OVA Tenshi no Tamago"
3974,Tetsuwan Birdy Decode,"Action, Comedy, Sci-Fi",TV,13.0,7.56,50384,"Action, Comedy, Sci-Fi TV Tetsuwan Birdy Decode"
9047,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desukara,"Action, Sci-Fi, Super Power",OVA,1.0,7.56,37609,"Action, Sci-Fi, Super Power OVA Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desukara"
2203,Waga Seishun no Arcadia: Mugen Kidou SSX,"Action, Adventure, Drama, Sci-Fi, Space",TV,22.0,7.56,2587,"Action, Adventure, Drama, Sci-Fi, Space TV Waga Seishun no Arcadia: Mugen Kidou SSX"
156,X,"Action, Drama, Fantasy, Magic, Romance, Shoujo, Super Power",TV,24.0,7.56,51004,"Action, Drama, Fantasy, Magic, Romance, Shoujo, Super Power TV X"
29,Zipang,"Action, Drama, Historical, Military, Sci-Fi, Seinen",TV,26.0,7.56,8630,"Action, Drama, Historical, Military, Sci-Fi, Seinen TV Zipang"
12149,AKB0048,"Music, Sci-Fi",TV,13.0,7.55,37763,"Music, Sci-Fi TV AKB0048"
18893,Aoki Hagane no Arpeggio: Ars Nova,"Action, Sci-Fi, Seinen",TV,12.0,7.55,84708,"Action, Sci-Fi, Seinen TV Aoki Hagane no Arpeggio: Ars Nova"
11633,Blood Lad,"Action, Comedy, Demons, Seinen, Supernatural, Vampire",TV,10.0,7.55,241513,"Action, Comedy, Demons, Seinen, Supernatural, Vampire TV Blood Lad"
17269,Captain Harlock,"Action, Drama, Sci-Fi, Space",Movie,1.0,7.56,25484,"Action, Drama, Sci-Fi, Space Movie Captain Harlock"
1476,City Hunter: Hyakuman Dollar no Inbou,"Action, Comedy, Mystery, Shounen",OVA,1.0,7.55,2881,"Action, Comedy, Mystery, Shounen OVA City Hunter: Hyakuman Dollar no Inbou"
15201,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara,"Action, Mecha, Military",Movie,1.0,7.55,39669,"Action, Mecha, Military Movie Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara"
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,"Comedy, Seinen, Slice of Life",TV,13.0,7.55,122271,"Comedy, Seinen, Slice of Life TV Danna ga Nani wo Itteiru ka Wakaranai Ken"
17641,Date A Live: Date to Date,"Comedy, Harem, Romance, School, Sci-Fi",OVA,1.0,7.55,68328,"Comedy, Harem, Romance, School, Sci-Fi OVA Date A Live: Date to Date"
25389,Dragon Ball Z Movie 15: Fukkatsu no F,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Movie,1.0,7.55,41051,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power Movie Dragon Ball Z Movie 15: Fukkatsu no F"
6783,ef: A Tale of Memories. - Recollections,"Drama, Mystery, Romance",Special,1.0,7.55,9125,"Drama, Mystery, Romance Special ef: A Tale of Memories. - Recollections"
32930,Fairy Tail OVA (2016),"Comedy, Ecchi, Fantasy, Magic, Shounen",OVA,3.0,7.55,19464,"Comedy, Ecchi, Fantasy, Magic, Shounen OVA Fairy Tail OVA (2016)"
6291,Full Metal Panic! The Second Raid Episode 000,"Action, Adventure, Mecha, Military",Special,1.0,7.55,25423,"Action, Adventure, Mecha, Military Special Full Metal Panic! The Second Raid Episode 000"
27631,God Eater,"Action, Fantasy, Military, Sci-Fi",TV,13.0,7.55,192433,"Action, Fantasy, Military, Sci-Fi TV God Eater"
134,Gunslinger Girl,"Action, Drama, Military, Psychological, Sci-Fi",TV,13.0,7.55,106865,"Action, Drama, Military, Psychological, Sci-Fi TV Gunslinger Girl"
5929,Hi no Ame ga Furu,"Drama, Historical",Movie,1.0,7.55,513,"Drama, Historical Movie Hi no Ame ga Furu"
28825,Himouto! Umaru-chan,"Comedy, School, Seinen, Slice of Life",TV,12.0,7.55,158041,"Comedy, School, Seinen, Slice of Life TV Himouto! Umaru-chan"
5291,Hokuto no Ken Zero: Kenshirou Den,Martial Arts,Movie,1.0,7.55,4278,Martial Arts Movie Hokuto no Ken Zero: Kenshirou Den
12679,Joshiraku,"Comedy, Slice of Life",TV,13.0,7.55,51084,"Comedy, Slice of Life TV Joshiraku"
9366,Kaichou wa Maid-sama!: Omake dayo!,"Comedy, School, Shoujo",Special,1.0,7.55,52752,"Comedy, School, Shoujo Special Kaichou wa Maid-sama!: Omake dayo!"
1021,Kaikan Phrase,"Drama, Music, Romance, Shoujo",TV,44.0,7.55,8142,"Drama, Music, Romance, Shoujo TV Kaikan Phrase"
6707,Kuroshitsuji II,"Action, Comedy, Demons, Fantasy, Shounen, Supernatural",TV,12.0,7.55,234955,"Action, Comedy, Demons, Fantasy, Shounen, Supernatural TV Kuroshitsuji II"
207,Lodoss-tou Senki,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",OVA,13.0,7.55,28462,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural OVA Lodoss-tou Senki"
1424,Lupin III: Otakara Henkyaku Daisakusen!!,"Adventure, Comedy, Shounen",Special,1.0,7.55,2871,"Adventure, Comedy, Shounen Special Lupin III: Otakara Henkyaku Daisakusen!!"
3468,Maria-sama ga Miteru Specials,"Drama, Romance, School, Shoujo, Shoujo Ai, Slice of Life",Special,7.0,7.55,6085,"Drama, Romance, School, Shoujo, Shoujo Ai, Slice of Life Special Maria-sama ga Miteru Specials"
2518,Masuda Kousuke Gekijou Gag Manga Biyori 2,Comedy,TV,12.0,7.55,1846,Comedy TV Masuda Kousuke Gekijou Gag Manga Biyori 2
1241,Mobile Suit Gundam Seed Destiny Final Plus: The Chosen Future,"Drama, Mecha, Military, Sci-Fi, Space",OVA,1.0,7.55,16102,"Drama, Mecha, Military, Sci-Fi, Space OVA Mobile Suit Gundam Seed Destiny Final Plus: The Chosen Future"
32792,Mobile Suit Gundam Unicorn RE:0096,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,22.0,7.56,9767,"Action, Drama, Mecha, Military, Sci-Fi, Space TV Mobile Suit Gundam Unicorn RE:0096"
5252,One Piece: Romance Dawn Story,"Action, Comedy, Fantasy, Shounen, Super Power",OVA,1.0,7.55,21306,"Action, Comedy, Fantasy, Shounen, Super Power OVA One Piece: Romance Dawn Story"
19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru","Comedy, Romance, School",TV,10.0,7.55,179569,"Comedy, Romance, School TV Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru"
165,RahXephon,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",TV,26.0,7.55,66751,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi TV RahXephon"
13267,Shinryaku!! Ika Musume,"Comedy, Shounen, Slice of Life",OVA,3.0,7.55,13456,"Comedy, Shounen, Slice of Life OVA Shinryaku!! Ika Musume"
25,Sunabouzu,"Action, Adventure, Comedy, Ecchi, Sci-Fi, Shounen",TV,24.0,7.55,65516,"Action, Adventure, Comedy, Ecchi, Sci-Fi, Shounen TV Sunabouzu"
5538,Tegamibachi: Hikari to Ao no Gensou Yawa,"Adventure, Fantasy, Shounen, Slice of Life, Supernatural",Special,1.0,7.55,10903,"Adventure, Fantasy, Shounen, Slice of Life, Supernatural Special Tegamibachi: Hikari to Ao no Gensou Yawa"
24365,Tonari no Seki-kun Specials,"Comedy, School, Seinen",Special,2.0,7.55,14248,"Comedy, School, Seinen Special Tonari no Seki-kun Specials"
2129,True Tears,"Drama, Romance, School",TV,13.0,7.55,118644,"Drama, Romance, School TV True Tears"
8481,&quot;Bungaku Shoujo&quot; Memoire,"Drama, Romance, School",OVA,3.0,7.54,18013,"Drama, Romance, School OVA &quot;Bungaku Shoujo&quot; Memoire"
1050,Bobobo-bo Bo-bobo,"Adventure, Comedy, Sci-Fi, Shounen",TV,76.0,7.54,39041,"Adventure, Comedy, Sci-Fi, Shounen TV Bobobo-bo Bo-bobo"
1222,Bokura ga Ita,"Drama, Romance, Shoujo, Slice of Life",TV,26.0,7.54,125051,"Drama, Romance, Shoujo, Slice of Life TV Bokura ga Ita"
1069,Chou Denji Machine Voltes V,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,40.0,7.54,3201,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen TV Chou Denji Machine Voltes V"
13349,Chouyaku Hyakuninisshu: Uta Koi.,"Historical, Josei, Romance",TV,13.0,7.54,15661,"Historical, Josei, Romance TV Chouyaku Hyakuninisshu: Uta Koi."
23359,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu Picture Drama,"Action, Comedy, Military",Special,1.0,7.54,7542,"Action, Comedy, Military Special Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu Picture Drama"
15583,Date A Live,"Comedy, Harem, Mecha, Romance, School, Sci-Fi",TV,12.0,7.54,301358,"Comedy, Harem, Mecha, Romance, School, Sci-Fi TV Date A Live"
5096,Doraemon Movie 28: Nobita to Midori no Kyojin Den,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1.0,7.54,1651,"Adventure, Comedy, Fantasy, Kids, Shounen Movie Doraemon Movie 28: Nobita to Midori no Kyojin Den"
906,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1.0,7.54,50607,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen Movie Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru"
18393,Fairy Tail x Rave,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",OVA,1.0,7.54,51844,"Action, Adventure, Comedy, Fantasy, Magic, Shounen OVA Fairy Tail x Rave"
1391,Future GPX Cyber Formula,"Adventure, Sci-Fi, Shounen, Sports",TV,37.0,7.54,2707,"Adventure, Sci-Fi, Shounen, Sports TV Future GPX Cyber Formula"
2037,Hime-chan no Ribbon,"Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,61.0,7.54,3589,"Comedy, Fantasy, Magic, Romance, School, Shoujo TV Hime-chan no Ribbon"
1773,Hokuto no Ken: Raoh Gaiden Junai-hen,"Action, Adventure, Martial Arts",Movie,1.0,7.54,4907,"Action, Adventure, Martial Arts Movie Hokuto no Ken: Raoh Gaiden Junai-hen"
5228,Initial D Extra Stage 2,"Action, Cars, Drama, Seinen, Sports",OVA,1.0,7.54,11468,"Action, Cars, Drama, Seinen, Sports OVA Initial D Extra Stage 2"
389,Karas,"Action, Fantasy, Sci-Fi",OVA,6.0,7.54,44108,"Action, Fantasy, Sci-Fi OVA Karas"
3199,Nanatsu no Umi no Tico,"Adventure, Slice of Life",TV,39.0,7.54,2123,"Adventure, Slice of Life TV Nanatsu no Umi no Tico"
9124,Ookiku Furikabutte: Natsu no Taikai-hen Special,"Comedy, Sports",Special,1.0,7.54,4786,"Comedy, Sports Special Ookiku Furikabutte: Natsu no Taikai-hen Special"
327,Puchi Puri Yuushi,"Comedy, Fantasy, Magic, Shoujo",TV,26.0,7.54,8030,"Comedy, Fantasy, Magic, Shoujo TV Puchi Puri Yuushi"
130,Saiyuuki Reload,"Action, Adventure, Comedy, Drama, Fantasy, Shoujo",TV,25.0,7.54,16298,"Action, Adventure, Comedy, Drama, Fantasy, Shoujo TV Saiyuuki Reload"
2216,Shigurui,"Action, Drama, Historical, Martial Arts, Samurai, Seinen",TV,12.0,7.54,50091,"Action, Drama, Historical, Martial Arts, Samurai, Seinen TV Shigurui"
31680,Super Lovers,"Comedy, Drama, Romance, Shounen Ai, Slice of Life",TV,10.0,7.54,36781,"Comedy, Drama, Romance, Shounen Ai, Slice of Life TV Super Lovers"
15731,Tamayura: More Aggressive,"Comedy, Drama, Slice of Life",TV,12.0,7.54,10901,"Comedy, Drama, Slice of Life TV Tamayura: More Aggressive"
696,Tenchi Muyou!,"Comedy, Harem, Romance, Sci-Fi, Shounen, Space",TV,26.0,7.54,38372,"Comedy, Harem, Romance, Sci-Fi, Shounen, Space TV Tenchi Muyou!"
12015,Tiger &amp; Bunny Movie 1: The Beginning,"Action, Comedy, Mystery, Super Power",Movie,1.0,7.54,13716,"Action, Comedy, Mystery, Super Power Movie Tiger &amp; Bunny Movie 1: The Beginning"
11553,Toradora!: Bentou no Gokui,"Comedy, Romance, School, Slice of Life",Special,1.0,7.54,71433,"Comedy, Romance, School, Slice of Life Special Toradora!: Bentou no Gokui"
181,Vandread: The Second Stage,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13.0,7.54,36264,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space TV Vandread: The Second Stage"
2608,Wangan Midnight,"Action, Cars, Seinen, Sports",TV,26.0,7.54,10058,"Action, Cars, Seinen, Sports TV Wangan Midnight"
1327,Aoki Densetsu Shoot!,"Action, Comedy, Drama, Romance, School, Shounen, Sports",TV,58.0,7.53,6937,"Action, Comedy, Drama, Romance, School, Shounen, Sports TV Aoki Densetsu Shoot!"
2922,Ashita no Joe 2 (Movie),"Drama, Sports",Movie,1.0,7.53,1396,"Drama, Sports Movie Ashita no Joe 2 (Movie)"
4037,Cowboy Bebop: Yose Atsume Blues,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",Special,1.0,7.53,19565,"Action, Adventure, Comedy, Drama, Sci-Fi, Space Special Cowboy Bebop: Yose Atsume Blues"
24625,Gundam Build Fighters Try,"Action, Mecha, Sci-Fi",TV,25.0,7.53,17946,"Action, Mecha, Sci-Fi TV Gundam Build Fighters Try"
8768,Hiyokoi,"Romance, School, Shoujo",Special,1.0,7.53,51072,"Romance, School, Shoujo Special Hiyokoi"
256,Hoshi no Koe,"Drama, Mecha, Romance, Sci-Fi, Space",OVA,1.0,7.53,85492,"Drama, Mecha, Romance, Sci-Fi, Space OVA Hoshi no Koe"
16009,Kamisama no Inai Nichiyoubi,"Fantasy, Mystery",TV,12.0,7.53,122031,"Fantasy, Mystery TV Kamisama no Inai Nichiyoubi"
